regime_cluster,regime_label,count_months,vix_level,high_yield_spread,us_cpi_yoy,yield_spread,spx_vol_3m
0,inflation_stress,103,13.100387124021221,3.522074772657133,0.028142111588364906,0.5447420365217431,0.017721776243117965
1,calm,77,16.565479218100467,5.128757140900077,0.01731633461786464,1.968022559901586,0.025156397378674845
3,credit_stress,56,21.93744686009505,6.314743336455682,0.007025875329945069,1.202545207921785,0.04649814288960677
2,crisis,35,26.540232275549375,7.30278778423907,0.032676212155413276,1.8463230803593011,0.049236733220224184
4,crisis,7,46.79428571421394,16.898571428545026,0.00525831612509987,1.9957142857156418,0.0852606099365694
