n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_directional_accuracy,mean_rmse,mean_r2,selection_score
50,2,0.01,0.6,0.7,0.5,10.0,0.6759259259259259,0.032069928802686186,-0.1263529602251219,0.6743224294857916
100,2,0.01,0.6,0.7,0.5,2.0,0.6759259259259259,0.03209560743118431,-0.12658998549860193,0.6743211455543667
50,2,0.03,0.7,0.7,0.5,2.0,0.6759259259259259,0.032101919208813855,-0.12659165136553166,0.6743208299654853
100,2,0.01,0.6,0.7,0.5,5.0,0.6759259259259259,0.03209430685108644,-0.12668264441213323,0.6743212105833716
50,2,0.01,0.6,0.6,0.5,10.0,0.6759259259259259,0.03207470609325444,-0.12673200396180462,0.6743221906212632
50,2,0.03,0.7,0.6,0.5,2.0,0.6759259259259259,0.03213317735278717,-0.12682167053641002,0.6743192670582866
50,3,0.01,0.6,0.6,0.5,10.0,0.6759259259259259,0.032084986035934855,-0.12683637029177666,0.6743216766241292
100,2,0.01,0.6,0.6,0.5,5.0,0.6759259259259259,0.03209018011054475,-0.1268735726903798,0.6743214169203987
100,3,0.01,0.6,0.6,0.5,5.0,0.6759259259259259,0.03210829131517852,-0.12694087221400713,0.674320511360167
100,2,0.03,0.7,0.7,0.5,5.0,0.6759259259259259,0.03215248758461701,-0.1272237272784429,0.674318301546695
50,3,0.01,0.7,0.6,0.5,10.0,0.6759259259259259,0.03208746715968479,-0.12737331678328642,0.6743215525679417
50,3,0.01,0.7,0.6,0.5,5.0,0.6759259259259259,0.03209860482347441,-0.12753334632718194,0.6743209956847522
100,2,0.01,0.6,0.6,0.5,2.0,0.6759259259259259,0.032104229350542496,-0.1276239761866006,0.6743207144583988
100,3,0.01,0.7,0.7,0.5,10.0,0.6759259259259259,0.03210622724301343,-0.12762563867791943,0.6743206145637752
100,3,0.01,0.7,0.7,0.5,5.0,0.6759259259259259,0.032118570643814126,-0.12783404453303293,0.6743199973937353
50,3,0.01,0.7,0.7,0.5,5.0,0.6759259259259259,0.03209672978005271,-0.127913982346762,0.6743210894369233
100,3,0.01,0.6,0.7,0.5,10.0,0.6759259259259259,0.03210938330609106,-0.12801789792622645,0.6743204567606214
50,2,0.03,0.6,0.6,0.5,5.0,0.6759259259259259,0.03212200941813329,-0.12818514519776064,0.6743198254550192
100,3,0.01,0.6,0.6,0.5,2.0,0.6759259259259259,0.03212828884850695,-0.12833519031358132,0.6743195114835006
50,2,0.03,0.6,0.7,0.5,10.0,0.6759259259259259,0.03210824831562323,-0.1283974340036977,0.6743205135101448
50,2,0.01,0.6,0.7,0.5,5.0,0.6759259259259259,0.0320942802392726,-0.12843643671177155,0.6743212119139623
50,3,0.01,0.7,0.7,0.5,10.0,0.6759259259259259,0.0320954849360576,-0.1284385254225509,0.6743211516791231
50,2,0.01,0.6,0.6,0.5,5.0,0.6759259259259259,0.032093827913522215,-0.12851746654197185,0.6743212345302498
50,2,0.01,0.6,0.7,0.5,2.0,0.6759259259259259,0.03209784311469815,-0.1285829678570337,0.674321033770191
50,3,0.01,0.7,0.7,0.5,2.0,0.6759259259259259,0.03210556922018977,-0.12860517350496545,0.6743206474649165
50,3,0.01,0.7,0.6,0.5,2.0,0.6759259259259259,0.032113139181949815,-0.12880491725566576,0.6743202689668284
50,3,0.03,0.6,0.6,0.5,10.0,0.6759259259259259,0.03216559053666849,-0.12890494802648358,0.6743176463990925
50,2,0.01,0.6,0.6,0.5,2.0,0.6759259259259259,0.03210373182281617,-0.1291016441170576,0.6743207393347851
100,3,0.01,0.7,0.7,0.5,2.0,0.6759259259259259,0.032138387595975294,-0.1293051272105079,0.6743190065461272
50,3,0.01,0.6,0.6,0.5,2.0,0.6759259259259259,0.032123395835010435,-0.12944146396947748,0.6743197561341754
50,3,0.01,0.6,0.6,0.5,5.0,0.6759259259259259,0.032113435246140326,-0.12945881189337727,0.674320254163619
100,3,0.03,0.6,0.6,0.5,10.0,0.6759259259259259,0.032200899598151936,-0.12951257567553237,0.6743158809460184
100,2,0.03,0.6,0.6,0.5,10.0,0.6759259259259259,0.032159739712079305,-0.12961907653507512,0.674317938940322
100,3,0.01,0.6,0.7,0.5,5.0,0.6759259259259259,0.03213476189236403,-0.12970557484785078,0.6743191878313077
50,3,0.01,0.6,0.7,0.5,10.0,0.6759259259259259,0.03211031892521638,-0.12993654485740708,0.6743204099796651
100,3,0.01,0.6,0.7,0.5,2.0,0.6759259259259259,0.032149007071653975,-0.13111884771945248,0.6743184755723433
100,2,0.03,0.6,0.7,0.5,10.0,0.6759259259259259,0.032182109676463184,-0.13180750622843912,0.6743168204421027
50,3,0.01,0.6,0.7,0.5,5.0,0.6759259259259259,0.0321316546907864,-0.1318227069955703,0.6743193431913866
50,2,0.03,0.6,0.7,0.5,5.0,0.6759259259259259,0.032149960408866696,-0.1321232781764307,0.6743184279054826
50,3,0.03,0.7,0.6,0.5,10.0,0.6759259259259259,0.03215741279917173,-0.1322408944313206,0.6743180552859673
50,2,0.03,0.6,0.6,0.5,2.0,0.6759259259259259,0.0321718660279004,-0.1323030199831774,0.6743173326245309
50,3,0.03,0.6,0.6,0.5,5.0,0.6759259259259259,0.032211733972131576,-0.1333161167965093,0.6743153392273193
50,3,0.01,0.6,0.7,0.5,2.0,0.6759259259259259,0.032147057820156935,-0.13350462228948726,0.674318573034918
50,3,0.03,0.7,0.6,0.5,5.0,0.6759259259259259,0.032164625107407425,-0.13354632690179383,0.6743176946705556
50,3,0.03,0.7,0.6,0.5,2.0,0.6759259259259259,0.03217714508224928,-0.13383743805731385,0.6743170686718135
100,3,0.03,0.6,0.6,0.5,5.0,0.6759259259259259,0.03224541639531634,-0.13427473142891286,0.6743136551061601
100,2,0.03,0.6,0.6,0.5,5.0,0.6759259259259259,0.03220453595066847,-0.134363245156292,0.6743156991283925
100,2,0.03,0.6,0.7,0.5,5.0,0.6759259259259259,0.032219048247934166,-0.13490459291100487,0.6743149735135292
50,3,0.03,0.6,0.6,0.5,2.0,0.6759259259259259,0.032247188881362826,-0.13607373372185272,0.6743135664818578
50,3,0.03,0.6,0.7,0.5,10.0,0.6759259259259259,0.03220852530377678,-0.13723177578275722,0.6743154996607371
100,2,0.03,0.6,0.6,0.5,2.0,0.6759259259259259,0.03223583458688212,-0.13730917671361118,0.6743141341965818
50,3,0.03,0.7,0.7,0.5,10.0,0.6759259259259259,0.03217669328420458,-0.1380789903881326,0.6743170912617157
50,3,0.03,0.7,0.7,0.5,5.0,0.6759259259259259,0.03218396243950492,-0.1388671567182749,0.6743167278039507
50,3,0.03,0.6,0.7,0.5,5.0,0.6759259259259259,0.032248094810693295,-0.1398759729711278,0.6743135211853912
50,3,0.03,0.7,0.7,0.5,2.0,0.6759259259259259,0.03221834409819371,-0.140752305720279,0.6743150087210162
50,2,0.03,0.6,0.7,0.5,2.0,0.6759259259259259,0.032250958281993286,-0.1420515791737641,0.6743133780118262
50,3,0.03,0.6,0.7,0.5,2.0,0.6759259259259259,0.032311959978676884,-0.14551109589909456,0.6743103279269921
100,3,0.03,0.6,0.7,0.5,10.0,0.6759259259259259,0.03232855123325861,-0.14637275065867283,0.674309498364263
100,2,0.03,0.7,0.6,0.5,2.0,0.6666666666666666,0.032196139528490424,-0.12784653562349535,0.6650568596902421
100,3,0.03,0.6,0.6,0.5,2.0,0.6666666666666666,0.03226752466556565,-0.1358625570624424,0.6650532904333883
100,2,0.03,0.6,0.7,0.5,2.0,0.6666666666666666,0.03231315046538214,-0.14470276549199945,0.6650510091433975
100,3,0.03,0.6,0.7,0.5,5.0,0.6666666666666666,0.032371497814714205,-0.149875873065468,0.6650480917759309
100,3,0.03,0.6,0.7,0.5,2.0,0.6666666666666666,0.03242806276825264,-0.15564655475703207,0.665045263528254
100,3,0.03,0.7,0.7,0.5,2.0,0.6666666666666666,0.03240809692603502,-0.1572261079993157,0.6650462618203649
