n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_directional_accuracy,mean_rmse,mean_r2,selection_score
50,2,0.03,0.7,0.6,0.5,5.0,0.5833333333333334,0.3301874851391636,-1.049063414671303,0.5668239590763752
100,2,0.03,0.7,0.7,2.0,5.0,0.5833333333333334,0.3316422276778025,-1.0536133013660507,0.5667512219494433
100,3,0.03,0.6,0.7,2.0,2.0,0.5833333333333334,0.33034832836336214,-1.0588803931603192,0.5668159169151653
100,3,0.03,0.7,0.6,1.0,10.0,0.5833333333333334,0.33301378676515037,-1.059939902453991,0.5666826439950758
50,3,0.03,0.6,0.6,0.5,2.0,0.5833333333333334,0.3326949230609273,-1.0698791282474385,0.566698587180287
100,2,0.03,0.6,0.6,2.0,2.0,0.5833333333333334,0.3322624158922057,-1.0711048391743636,0.5667202125387231
100,3,0.03,0.7,0.7,2.0,5.0,0.5833333333333334,0.3327256992356702,-1.0738706290974562,0.5666970483715499
100,3,0.03,0.6,0.6,2.0,2.0,0.5833333333333334,0.3318756930284871,-1.0767369074900779,0.566739548681909
50,2,0.03,0.7,0.6,1.0,2.0,0.5833333333333334,0.3321393007733295,-1.0981764769535358,0.5667263682946669
50,3,0.03,0.6,0.7,0.5,2.0,0.5833333333333334,0.3318907461575638,-1.1031533345154172,0.5667387960254552
100,3,0.03,0.6,0.6,1.0,5.0,0.5833333333333334,0.33464462004685236,-1.1095361960778145,0.5666011023309907
100,3,0.03,0.6,0.7,1.0,5.0,0.5833333333333334,0.3346431498764282,-1.1241487256754652,0.566601175839512
100,3,0.03,0.7,0.7,1.0,10.0,0.5833333333333334,0.334858734944491,-1.126259495053207,0.5665903965861088
100,2,0.03,0.7,0.6,2.0,2.0,0.5833333333333334,0.3348699054907988,-1.128094602345105,0.5665898380587935
100,2,0.03,0.7,0.7,0.5,10.0,0.5833333333333334,0.334689062873003,-1.1305694442071494,0.5665988801896832
100,2,0.03,0.6,0.6,1.0,5.0,0.5833333333333334,0.33589621987807855,-1.1383124849196689,0.5665385223394295
100,2,0.03,0.7,0.7,2.0,2.0,0.5833333333333334,0.33589687961121056,-1.1399610951830903,0.5665384893527728
50,2,0.03,0.7,0.7,1.0,2.0,0.5833333333333334,0.3335103883178894,-1.1419826962413024,0.5666578139174389
100,3,0.03,0.7,0.7,0.5,10.0,0.5833333333333334,0.3349769753989208,-1.1479328143398095,0.5665844845633873
100,3,0.03,0.7,0.6,2.0,2.0,0.5833333333333334,0.336127792473091,-1.1520645376595777,0.5665269437096788
100,3,0.03,0.7,0.7,2.0,2.0,0.5833333333333334,0.3373804411808185,-1.182157480630118,0.5664643112742924
50,2,0.03,0.7,0.6,0.5,2.0,0.5833333333333334,0.3366619170090679,-1.2167273727010546,0.56650023748288
100,3,0.03,0.7,0.7,1.0,2.0,0.5833333333333334,0.3460901697144448,-1.3798235742692586,0.5660288248476111
50,3,0.03,0.7,0.7,1.0,2.0,0.5833333333333333,0.3375840760891155,-1.217326030661383,0.5664541295288775
100,2,0.03,0.7,0.7,0.5,5.0,0.5833333333333333,0.3401392016822533,-1.258333110017826,0.5663263732492206
100,3,0.03,0.6,0.6,0.5,2.0,0.5833333333333333,0.34409365343278986,-1.355285999434653,0.5661286506616938
100,3,0.03,0.6,0.7,2.0,10.0,0.5740740740740741,0.3267644731786167,-0.9562678391462092,0.5577358504151433
50,3,0.03,0.6,0.7,0.5,5.0,0.5740740740740741,0.3288498452017944,-0.9885533984896444,0.5576315818139843
50,2,0.03,0.6,0.7,0.5,5.0,0.5740740740740741,0.3267947844376062,-0.9892548471359732,0.5577343348521938
50,3,0.03,0.6,0.7,1.0,2.0,0.5740740740740741,0.32818832818908167,-0.9925904713785074,0.55766465766462
50,2,0.03,0.6,0.7,1.0,2.0,0.5740740740740741,0.3273398086101815,-1.0063837885782396,0.557707083643565
100,2,0.03,0.6,0.7,2.0,5.0,0.5740740740740741,0.3289137792783228,-1.018242252346617,0.5576283851101579
100,2,0.03,0.6,0.7,1.0,10.0,0.5740740740740741,0.3303187306988247,-1.0242200013714557,0.5575581375391329
100,2,0.03,0.6,0.7,2.0,2.0,0.5740740740740741,0.3302645491492558,-1.050108401968133,0.5575608466166113
50,3,0.03,0.7,0.7,0.5,5.0,0.5740740740740741,0.33485707454683433,-1.1450865935007757,0.5573312203467323
100,3,0.03,0.7,0.7,0.5,5.0,0.5740740740740741,0.3438918147576661,-1.3271003391453071,0.5568794833361908
100,2,0.03,0.6,0.6,1.0,10.0,0.574074074074074,0.33188521989931413,-1.042433995850444,0.5574798130791082
100,2,0.03,0.6,0.6,0.5,10.0,0.574074074074074,0.33163229572000474,-1.04897633344192,0.5574924592880737
50,3,0.03,0.7,0.6,0.5,5.0,0.574074074074074,0.33144963650375575,-1.0605879095309676,0.5575015922488862
100,3,0.03,0.7,0.6,0.5,10.0,0.574074074074074,0.3332092802475758,-1.0832545361167774,0.5574136100616952
100,2,0.03,0.7,0.6,1.0,10.0,0.574074074074074,0.33413738772222606,-1.0862041724979206,0.5573672046879626
50,2,0.03,0.6,0.6,0.5,2.0,0.574074074074074,0.33438432508743915,-1.123235961914926,0.557354857819702
100,2,0.03,0.7,0.7,1.0,10.0,0.574074074074074,0.33542139954960903,-1.1237989233070576,0.5573030040965935
50,3,0.03,0.7,0.6,1.0,2.0,0.574074074074074,0.3337554728606697,-1.1298516104208667,0.5573863004310404
100,2,0.03,0.6,0.7,1.0,5.0,0.574074074074074,0.33423936751639055,-1.1317916365422063,0.5573621056982544
100,3,0.03,0.6,0.6,0.5,5.0,0.574074074074074,0.33627926852740025,-1.1475964603287307,0.557260110647704
100,3,0.03,0.7,0.6,1.0,5.0,0.574074074074074,0.33732465449726035,-1.1558690465802686,0.557207841349211
100,3,0.03,0.6,0.7,0.5,5.0,0.574074074074074,0.33664918621784,-1.187641012730535,0.557241614763182
100,2,0.03,0.6,0.7,1.0,2.0,0.574074074074074,0.3373216929156903,-1.201873761429041,0.5572079894282894
100,2,0.03,0.6,0.6,1.0,2.0,0.574074074074074,0.33878507351511633,-1.210011533232622,0.5571348203983182
100,3,0.03,0.6,0.7,1.0,2.0,0.574074074074074,0.33780280412817987,-1.2265696890671203,0.557183933867665
100,3,0.03,0.7,0.7,1.0,5.0,0.574074074074074,0.3402436478955177,-1.2567902876056114,0.5570618916792981
100,3,0.03,0.7,0.6,1.0,2.0,0.574074074074074,0.3431162329233169,-1.3149582208663,0.5569182624279081
100,2,0.03,0.7,0.6,1.0,5.0,0.5648148148148149,0.335547178414193,-1.1273212867277471,0.5480374558941052
100,3,0.03,0.6,0.6,1.0,2.0,0.5648148148148149,0.3371539632806936,-1.1785009107622413,0.5479571166507802
100,3,0.03,0.6,0.6,0.5,10.0,0.5648148148148148,0.3312286636920614,-1.0336497833991691,0.5482533816302118
100,2,0.03,0.7,0.6,0.5,10.0,0.5648148148148148,0.33370859846953693,-1.0887005869569444,0.5481293848913379
100,2,0.03,0.7,0.7,1.0,5.0,0.5648148148148148,0.33737293497871435,-1.1870233876656697,0.547946168065879
100,2,0.03,0.6,0.6,0.5,5.0,0.5648148148148148,0.338624751397886,-1.1990512677075928,0.5478835772449204
100,2,0.03,0.7,0.6,1.0,2.0,0.5648148148148148,0.3410783758969919,-1.272151929054368,0.5477608960199651
50,3,0.03,0.7,0.7,0.5,2.0,0.5648148148148148,0.34105903022632555,-1.2882557286805039,0.5477618633034985
100,2,0.03,0.7,0.7,1.0,2.0,0.5648148148148148,0.34235206288852604,-1.3180509818841668,0.5476972116703884
100,3,0.03,0.7,0.6,0.5,2.0,0.5648148148148148,0.3488074509315901,-1.475179977002209,0.5473744422682353
50,3,0.03,0.7,0.6,0.5,2.0,0.5555555555555557,0.33611653880476117,-1.1815984413461509,0.5387497286153177
100,2,0.03,0.6,0.7,0.5,10.0,0.5555555555555556,0.3324401468288505,-1.0715033425278795,0.5389335482141131
100,2,0.03,0.6,0.7,0.5,5.0,0.5555555555555556,0.33647752166150346,-1.1815944794824962,0.5387316794724804
100,2,0.03,0.6,0.6,0.5,2.0,0.5555555555555556,0.3452962926984591,-1.3621369625308368,0.5382907409206327
100,3,0.03,0.7,0.7,0.5,2.0,0.5555555555555556,0.3529224865034163,-1.5678407225239637,0.5379094312303848
100,2,0.03,0.7,0.6,0.5,5.0,0.5555555555555555,0.3386838636371008,-1.213707873236122,0.5386213623737004
100,3,0.03,0.7,0.6,0.5,5.0,0.5462962962962963,0.34032188517048106,-1.2261742825328616,0.5292802020377723
100,2,0.03,0.6,0.7,0.5,2.0,0.5462962962962963,0.34269486199516674,-1.3376270196124453,0.5291615531965379
100,3,0.03,0.6,0.7,0.5,2.0,0.5462962962962963,0.3437120686438002,-1.3944321944689555,0.5291106928641063
100,2,0.03,0.7,0.6,0.5,2.0,0.5462962962962963,0.3508464157853618,-1.5365541224363044,0.5287539755070282
100,2,0.03,0.7,0.7,0.5,2.0,0.5462962962962963,0.35396001397248233,-1.619079525018991,0.5285982955976721
