n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_directional_accuracy,mean_rmse,mean_r2,selection_score
50,2,0.01,0.7,0.7,1.0,10.0,0.4907407407407407,0.04456687119514698,-0.15446914996475136,0.4885123971809833
50,3,0.01,0.7,0.6,1.0,2.0,0.4907407407407407,0.04456770165619415,-0.154487221167222,0.488512355657931
100,2,0.01,0.7,0.6,1.0,10.0,0.4907407407407407,0.04456720920687835,-0.15449454893248973,0.4885123802803968
50,2,0.03,0.6,0.7,1.0,10.0,0.4907407407407407,0.04457148291549752,-0.15449533382086217,0.4885121665949658
50,2,0.01,0.7,0.7,1.0,5.0,0.4907407407407407,0.044567167299232074,-0.15449672170372472,0.4885123823757791
50,2,0.01,0.7,0.7,1.0,2.0,0.4907407407407407,0.044567131121696524,-0.15450186414372744,0.48851238418465587
100,2,0.01,0.7,0.6,1.0,5.0,0.4907407407407407,0.04456758854308309,-0.15452698100103457,0.48851236131358655
50,2,0.03,0.6,0.7,1.0,5.0,0.4907407407407407,0.04457212397534324,-0.15452773271045206,0.48851213454197356
100,3,0.03,0.7,0.6,1.0,10.0,0.4907407407407407,0.044563051585665446,-0.1545447857084924,0.48851258816145743
50,2,0.03,0.6,0.7,1.0,2.0,0.4907407407407407,0.04457253098018488,-0.15454724023448085,0.48851211419173146
100,2,0.01,0.7,0.6,1.0,2.0,0.4907407407407407,0.04456785762488986,-0.15454954733946602,0.4885123478594962
100,3,0.01,0.7,0.6,1.0,10.0,0.4907407407407407,0.04456791734965923,-0.1545949346491225,0.48851234487325773
100,3,0.01,0.7,0.6,1.0,5.0,0.4907407407407407,0.04456804574435415,-0.15460986796769044,0.488512338453523
100,3,0.01,0.7,0.6,1.0,2.0,0.4907407407407407,0.044568398226585815,-0.15464416775565465,0.48851232082941143
50,3,0.03,0.7,0.6,1.0,5.0,0.4907407407407407,0.04456998402665927,-0.1546999977185755,0.48851224153940775
50,3,0.03,0.6,0.7,1.0,5.0,0.4907407407407407,0.044579161790164044,-0.15470154282560783,0.4885117826512325
50,3,0.01,0.7,0.7,1.0,10.0,0.4907407407407407,0.04457085571625462,-0.15472282751939823,0.48851219795492795
50,3,0.03,0.7,0.6,1.0,10.0,0.4907407407407407,0.04457029748693389,-0.15473296226587843,0.488512225866394
100,3,0.03,0.7,0.6,1.0,5.0,0.4907407407407407,0.04456605964203613,-0.15473891634511971,0.4885124377586389
50,3,0.03,0.6,0.7,1.0,2.0,0.4907407407407407,0.04458006671160957,-0.15473901685492414,0.48851173740516024
50,3,0.01,0.7,0.7,1.0,5.0,0.4907407407407407,0.044571248812600946,-0.1547487218381713,0.4885121783001107
50,3,0.03,0.7,0.6,1.0,2.0,0.4907407407407407,0.0445705851014357,-0.15475199861551434,0.4885122114856689
100,2,0.01,0.7,0.7,1.0,2.0,0.4907407407407407,0.04457091319654845,-0.15477309939003536,0.48851219508091326
50,3,0.01,0.7,0.7,1.0,2.0,0.4907407407407407,0.04457173257230381,-0.15478821427119935,0.4885121541121255
100,3,0.03,0.7,0.6,1.0,2.0,0.4907407407407407,0.04456654460348116,-0.15479826821060644,0.4885124135105666
100,2,0.03,0.7,0.6,1.0,10.0,0.4907407407407407,0.044567830149631185,-0.15479893162374875,0.48851234923325915
50,3,0.03,0.6,0.7,1.0,10.0,0.4907407407407407,0.04457959144083639,-0.15480706091530538,0.4885117611686989
100,2,0.01,0.7,0.7,1.0,10.0,0.4907407407407407,0.0445718828871467,-0.1548138404736284,0.48851214659638337
100,3,0.01,0.7,0.7,1.0,10.0,0.4907407407407407,0.04457223128815134,-0.15486611169844108,0.48851212917633313
100,2,0.01,0.7,0.7,1.0,5.0,0.4907407407407407,0.04457258165765094,-0.15486684155000996,0.48851211165785813
100,3,0.01,0.7,0.7,1.0,5.0,0.4907407407407407,0.04457280195685706,-0.15490642320721934,0.48851210064289785
100,2,0.03,0.7,0.6,1.0,5.0,0.4907407407407407,0.044569653523378244,-0.15492997225882602,0.48851225806457177
100,3,0.01,0.7,0.7,1.0,2.0,0.4907407407407407,0.04457340840233742,-0.15495565803639366,0.4885120703206238
100,2,0.03,0.7,0.6,1.0,2.0,0.4907407407407407,0.0445701874210881,-0.1549787217099128,0.4885122313696863
50,2,0.03,0.7,0.7,1.0,10.0,0.4907407407407407,0.04457330986519191,-0.15506825578494476,0.4885120752474811
50,2,0.03,0.7,0.7,1.0,5.0,0.4907407407407407,0.04457414646036768,-0.15514306655076543,0.4885120334177223
50,2,0.03,0.7,0.7,1.0,2.0,0.4907407407407407,0.04457472015699244,-0.15519387871359547,0.4885120047328911
100,3,0.03,0.7,0.7,1.0,10.0,0.4907407407407407,0.04458008591726295,-0.1553748251975014,0.48851173644487755
50,2,0.01,0.6,0.7,0.5,10.0,0.4907407407407407,0.0445778516160754,-0.15540452523077886,0.4885118481599369
100,3,0.03,0.7,0.7,1.0,5.0,0.4907407407407407,0.04458081219039563,-0.15540912353933825,0.4885117001312209
100,3,0.03,0.7,0.7,1.0,2.0,0.4907407407407407,0.044582014111260775,-0.15550118641287117,0.48851164003517766
100,2,0.03,0.7,0.7,1.0,10.0,0.4907407407407407,0.044580611391990675,-0.1555726810624214,0.48851171017114114
100,2,0.03,0.7,0.7,1.0,5.0,0.4907407407407407,0.04458327800440771,-0.1557514713392334,0.4885115768405203
50,3,0.03,0.7,0.7,1.0,10.0,0.4907407407407407,0.04458596134975275,-0.15581329561371624,0.4885114426732531
100,2,0.03,0.7,0.7,1.0,2.0,0.4907407407407407,0.0445843394938364,-0.15582948191550253,0.4885115237660489
50,3,0.03,0.7,0.7,1.0,5.0,0.4907407407407407,0.04458709251861632,-0.15587795909465776,0.4885113861148099
50,3,0.03,0.7,0.7,1.0,2.0,0.4907407407407407,0.04458853966147169,-0.15599048034953641,0.4885113137576671
50,2,0.01,0.6,0.7,0.5,5.0,0.4907407407407407,0.04458904273360634,-0.15601255987515067,0.4885112886040604
50,3,0.01,0.6,0.7,0.5,2.0,0.4907407407407407,0.04457751927069632,-0.15604840355484673,0.4885118647772059
50,3,0.01,0.6,0.7,0.5,10.0,0.4907407407407407,0.04457862493412443,-0.1561603675594493,0.4885118094940345
