date,us2y_yield,us10y_yield,yield_spread,us_cpi_yoy,high_yield_spread,vix_level,spx_vol_3m,eurusd_return,gbpusd_return,spx_return,ndx_return,gold_return,ecb_level,ecb_yoy,regime_confidence,regime_label,ndx_target
2008-12-01,0.76,2.25,1.49,-0.0002222800255385,18.12,40.0,0.0969268357629786,0.0961694709420536,-0.0495715668268905,0.0077911357772817,0.0216075812890316,0.0721016991478702,2008.0,0.0004982561036372,1.0,crisis,-0.0262567866203266
2009-01-01,0.94,2.87,1.93,-0.0011358601902212,16.26,44.84,0.0531333739421175,-0.086757636759707,-0.0056933308774445,-0.0895498855110709,-0.0262567866203266,0.0542761570783528,2008.0,0.0004982561036372,1.0,crisis,-0.0550887129487469
2009-02-01,1.0,3.02,2.02,8.463140671510772e-05,17.38,46.35,0.0653665671071958,-0.0109891215755952,-0.0155987772377698,-0.1164565438205144,-0.0550887129487469,0.0116549438247172,2008.0,0.0004982561036372,1.0,crisis,0.1020596099565361
2009-03-01,0.81,2.71,1.9,-0.0044647876766238,17.03,44.14,0.107628496787363,0.0440810820245722,0.0006984703783298,0.0819527362146437,0.1020596099565361,-0.0175987867700145,2008.0,0.0004982561036372,1.0,crisis,0.1197168357083103
2009-04-01,0.91,3.16,2.25,-0.005763244243767,13.45,36.5,0.116874353890094,-0.001360338782934,0.0313427717817078,0.0897722149209695,0.1197168357083103,-0.034998029891875,2008.0,0.0004982561036372,1.0,crisis,0.0291479697267614
2009-05-01,0.92,3.47,2.5500000000000003,-0.0101576149585517,11.7,28.92,0.0200958427864774,0.0684633506908877,0.0911306386471633,0.0517205584208823,0.0291479697267614,0.0912045527105032,2008.0,0.0004982561036372,1.0,credit_stress,0.0286202683565266
2009-06-01,1.11,3.53,2.42,-0.0122917461821091,10.55,26.35,0.044956754904958,-0.0088668784517278,0.0168452116522655,0.0001958160640701,0.0286202683565266,-0.0517723094382138,2008.0,0.0004982561036372,0.9999999999999982,credit_stress,0.0819191760842346
2009-07-01,1.13,3.52,2.39,-0.0195876100376227,9.22,25.92,0.0368200952894396,0.0156236609146076,0.0150115855883799,0.0715219770888919,0.0819191760842346,0.0289505377488941,2008.0,0.0004982561036372,0.999999999975942,credit_stress,0.0135233046957721
2009-08-01,0.97,3.4,2.43,-0.0148383556632676,9.12,26.01,0.0357010084539456,0.005177371111627,-0.0258825855260678,0.0330093213481365,0.0135233046957721,-0.0020778465042643,2008.0,0.0004982561036372,0.9999999999998987,credit_stress,0.0561121770244774
2009-09-01,0.95,3.31,2.3600000000000003,-0.0137794286288647,7.93,25.61,0.021656980602487,0.0211290053168799,-0.0173432653063704,0.0351001041559461,0.0561121770244774,0.0571432397139342,2008.0,0.0004982561036372,0.9999999999946444,credit_stress,-0.0306333239169803
2009-10-01,0.9,3.41,2.51,-0.0022396829420033,7.6,30.69,0.0312028479645425,0.0053831345284758,0.0265728775993367,-0.0199598652221777,-0.0306333239169803,0.0323128312541366,2008.0,0.0004982561036372,0.9854913359320716,credit_stress,0.0584229289127863
2009-11-01,0.67,3.21,2.54,0.0191458717447092,7.65,24.51,0.0391484262589434,0.0195827394381008,0.0005474286198571,0.0557790155828071,0.0584229289127863,0.1240606537612168,2008.0,0.0004982561036372,0.7607856804710669,crisis,0.0512166264604935
2009-12-01,1.14,3.85,2.71,0.0281412312320836,6.39,21.68,0.0378698234790243,-0.046164665389071,-0.0171730684636238,0.017614546700982,0.0512166264604935,-0.0720279594062378,2009.0,0.0004980079681276,0.9999501239514516,calm,-0.0662605046807559
2010-01-01,0.82,3.63,2.81,0.0262111138897671,6.54,24.62,0.0469878630629849,-0.0332063145032497,-0.0111976286655916,-0.0376751410593207,-0.0662605046807559,-0.0152071476270268,2009.0,0.0004980079681276,0.9995499954430748,calm,0.0436283274008014
2010-02-01,0.81,3.61,2.8,0.0215133635786652,6.71,19.5,0.035344760803789,-0.01673253064251,-0.0481210105612083,0.0281147440366604,0.0436283274008014,0.0335048864366445,2009.0,0.0004980079681276,0.9967939117827764,calm,0.0739862123871616
2010-03-01,1.02,3.84,2.82,0.0228617143932798,5.84,17.59,0.0485779313655217,-0.0092125794360558,-0.0037486479726876,0.0571327606454831,0.0739862123871616,-0.0037407030742061,2009.0,0.0004980079681276,0.9999830916671448,calm,0.021364955346224
