date,spx_return,ndx_return,gold_return,eurusd_return,gbpusd_return,spx_vol_3m,ndx_vol_3m,vix_level,us2y_yield,us10y_yield,yield_spread,us_cpi_yoy,high_yield_spread,vix_spike,spx_drawdown,ndx_drawdown,ecb_level,ecb_yoy,dxy_return,qqq_return,btc_return
2013-10-01,0.043629977912082465,0.04838168919616417,-0.004200498621711896,0.004943017921716544,-0.008688691165809646,0.0400608279746763,0.030311826060312304,13.75,0.31,2.57,2.26,0.00876799143491147,4.36,0,0.0,-0.2319570516435341,2012.0,0.0004972650422674363,-0.00024939873822412865,0.048379941951068706,0.3517849586445407
2013-11-01,0.027663279564206007,0.03207301297145935,-0.05392784353287295,-0.0002944207293459327,0.020055591840331923,0.008780361062197609,0.008788404280564486,13.7,0.28,2.75,2.4699999999999998,0.012328701961954458,4.27,0,0.0,-0.20692430829680022,2012.0,0.0004972650422674363,0.005967240047931531,0.03489544711587148,1.756047625465694
2013-12-01,0.02328951485450324,0.02943225122941697,-0.04041397852887396,0.012727843534830759,0.011661939747842957,0.010706693477016012,0.010263428131281803,13.72,0.38,3.04,2.66,0.015128383667573297,4.0,0,0.0,-0.18323540647226824,2013.0,0.0004970178926442248,-0.007964195714651467,0.028850333092284814,-0.43917952805292515
2014-01-01,-0.03623139652694681,-0.019532507879709893,0.03318569684594198,-0.01996836279143211,-0.00745525773272529,0.03569406659891716,0.029062149035911956,18.41,0.34,2.67,2.33,0.01557758795574915,4.21,0,-0.035582895107013776,-0.19903407127135142,2013.0,0.0004970178926442248,0.015250382305269325,-0.01939965423575736,0.07088353470510012
2014-02-01,0.04221338215754876,0.048101567130236174,0.06140548010577498,0.023233849529051064,0.01850509391931037,0.040935793116051854,0.03492959369281356,14.0,0.33,2.66,2.33,0.011204746347724948,3.81,0,0.0,-0.1595646953959217,2013.0,0.0004970178926442248,-0.01850407228278041,0.050240643777243583,-0.34062185422401364
2014-03-01,0.006908240422563322,-0.02752839825345996,-0.030437866031029055,-0.0021758059062466635,-0.004849292587212288,0.039287539610590776,0.04154955681524362,13.88,0.44,2.73,2.29,0.016126949139408042,3.77,0,0.0,-0.18238498899459743,2013.0,0.0004970178926442248,0.004003003848245178,-0.02771592066558684,-0.22039912273234397
2014-04-01,0.006181651028472133,-0.0038229243411669425,0.005716165240510502,0.00672964658510413,0.012524018659713988,0.02059638565878764,0.0386824550494345,13.41,0.42,2.67,2.25,0.02015125303606169,3.71,0,0.0,-0.185504702308406,2013.0,0.0004970178926442248,-0.007644634313822071,-0.003199384653632851,-0.05125830585193574
2014-05-01,0.020812198017934665,0.04230809526856806,-0.0320350313128165,-0.017093189931592766,-0.006600291539486067,0.008245209459360373,0.03551327519649577,11.4,0.37,2.48,2.11,0.02166947687079812,3.67,0,0.0,-0.15030560456951594,2013.0,0.0004970178926442248,0.011009805688029143,0.043879652663380134,0.24521372671184594
2014-06-01,0.01887897875478642,0.02970309187811763,0.059382514555476676,0.004538142761390539,0.02054866822738776,0.007947875746802847,0.023843066232633846,11.57,0.47,2.53,2.0599999999999996,0.020589816945944195,3.53,0,0.0,-0.1246884834373238,2013.0,0.0004970178926442248,-0.007368175222452053,0.03075994836846718,0.048140587297106276
2014-07-01,-0.015194720363435775,0.011113550483478151,-0.034084498058868706,-0.022525970001016384,-0.013237434066571232,0.02025361070542406,0.015692656372143704,16.95,0.53,2.58,2.05,0.019742378703305974,4.04,0,-0.015079863077291922,-0.11490640860058578,2013.0,0.0004970178926442248,0.020839259804892082,0.011750474098403216,-0.05164420951754297
2014-08-01,0.03696366960697851,0.04767261790538239,0.003525693321439316,-0.018773876689394998,-0.016902483804687143,0.026484494391764094,0.018280409941003026,11.98,0.48,2.35,1.87,0.017150983482969062,3.84,0,0.0,-0.07168973859894862,2013.0,0.0004970178926442248,0.01571192327588622,0.04888053160564725,-0.10760044971185187
2014-09-01,-0.01563545834824645,-0.00814317320407708,-0.0633665643119947,-0.03950997029728546,-0.023648103467328457,0.03024169350396675,0.02835133552149068,16.31,0.58,2.52,1.94,0.016840509711232077,4.4,0,-0.015513859147336702,-0.07921843450421123,2013.0,0.0004970178926442248,0.03782539249794087,-0.007595048155525658,-0.2965714898650672
2014-10-01,0.0229363944395255,0.026503623783667534,-0.030456903432901136,-0.00850798278050423,-0.013661414655817288,0.027237292259434536,0.028177796787570864,14.03,0.5,2.35,1.85,0.016095417021513292,4.3,0,0.0,-0.05448811234606082,2013.0,0.0004970178926442248,0.01087841781699838,0.026076605823073362,-0.09083774876203903
2014-11-01,0.02423746941943873,0.042280308616664486,-0.00256333715783673,-0.006408737788401263,-0.022573751048324868,0.022654399838853746,0.02579351289489986,13.33,0.47,2.18,1.7100000000000002,0.01231524989320798,4.67,0,0.0,-0.013654430356720614,2013.0,0.0004970178926442248,0.01689156088735983,0.04446037110548467,0.0686593662272745
2014-12-01,-0.004197308450286825,-0.023679476178579982,0.01203322553834013,-0.027952763190798757,-0.0031385133849104714,0.016054424214301966,0.034443046023775334,19.2,0.67,2.17,1.5,0.006531213919623191,5.04,0,-0.00418851206252774,-0.03673621596056255,2014.0,0.0004967709885743687,0.021385756662892313,-0.02266109295820086,-0.17202505228501463
2015-01-01,-0.03153282180262603,-0.020955576237990745,0.08177084489929091,-0.06857973369962511,-0.034326371797302795,0.02788695114723747,0.03732043670357289,20.97,0.47,1.68,1.21,-0.002299309782054282,5.26,1,-0.03509934415446223,-0.05671193131173482,2014.0,0.0004967709885743687,0.04896429933014969,-0.02104305244569101,-0.2923471997222144
2015-02-01,0.053438871430552516,0.06807531654955558,-0.05790739067822374,-0.009694566077486215,0.024592209520544233,0.043376929683119535,0.05220610036195779,13.34,0.63,2.0,1.37,-0.0008703146293520536,4.46,0,0.0,0.0,2014.0,0.0004967709885743687,0.004735572554296681,0.0697182460266856,0.020226033179378617
2015-03-01,-0.017549145486384792,-0.024385892861996262,-0.023542288555986956,-0.04090019938352031,-0.04038482896517638,0.04556136960194491,0.052420323966529056,15.29,0.56,1.94,1.38,-0.00022031284423873476,4.82,0,-0.017396056070325554,-0.02409095924714074,2014.0,0.0004967709885743687,0.03212920954646379,-0.02387281107899815,0.041175824308119016
2015-04-01,0.008484665914449642,0.018418571102128092,0.0009459939553729775,0.04313204425941686,0.034472457520945445,0.03591178654109168,0.046272903787445814,14.55,0.58,2.05,1.4699999999999998,-0.0010403098939391064,4.59,0,-0.009023521026371956,-0.005949552657594478,2014.0,0.0004967709885743687,-0.03897676362523977,0.01904096150798743,-0.0846063769738964
2015-05-01,0.010436785331839957,0.02107110740447358,0.0048174193692320675,-0.021087561620096052,-0.003917476934781157,0.015624672956771628,0.025513385236371335,13.84,0.61,2.12,1.5100000000000002,0.0003503321824429584,4.58,0,0.0,0.0,2014.0,0.0004967709885743687,0.02412529060719022,0.022235304572671647,0.04933948810440804
2015-06-01,-0.021235661913586588,-0.025041145566261375,-0.015119352761816402,0.014780932196448878,0.027557382524118608,0.017749425206374132,0.02589119153872229,18.23,0.64,2.35,1.71,0.001795718097550525,5.0,0,-0.02101177285647163,-0.024730216824710206,2014.0,0.0004967709885743687,-0.014761242944361866,-0.02515448421285901,0.07033691588293448
2015-07-01,0.019549693281665254,0.04329748036387719,-0.06805442435005565,-0.0147809321964489,-0.006262768609768937,0.021407297058943727,0.034858091655039475,12.12,0.67,2.2,1.5300000000000002,0.0022568611104094582,5.36,0,-0.0016845481851957764,0.0,2014.0,0.0004967709885743687,0.019496675607484092,0.0445696801248377,0.11773335069823296
2015-08-01,-0.06462471645113466,-0.07147953445458777,0.03531577903626661,0.02073080100268381,-0.017377136979568535,0.04209391584289122,0.05773568348834884,28.43,0.74,2.21,1.47,0.002413037985344868,5.7,1,-0.06415993242826426,-0.06898466886357063,2014.0,0.0004967709885743687,-0.014690992550347795,-0.07068515849698652,-0.23387914507785465
2015-09-01,-0.0267987189877159,-0.02212104904299366,-0.01712087474535909,-0.003279233436302103,-0.014519073066490588,0.04215904936044841,0.05757546815922287,24.5,0.64,2.06,1.42,8.842961634170088e-05,6.62,0,-0.08890618252909993,-0.08935358318214191,2014.0,0.0004967709885743687,0.004160188375542639,-0.02232061547674928,0.04467622533585505
2015-10-01,0.07971934314092276,0.10605077213092334,0.023814445998644698,-0.015377217786048123,0.019822332434710002,0.07484663339485005,0.09163449639874577,15.07,0.75,2.16,1.4100000000000001,0.0012761656067050708,5.9,0,-0.013300812853814315,0.0,2014.0,0.0004967709885743687,0.006207971187472296,0.10768696933846317,0.28286663265332596
2015-11-01,0.000504835614613225,0.0033672162328819196,-0.07031823779927299,-0.03995024811257652,-0.023837045170836693,0.05532708778437351,0.0678498097045698,16.13,0.94,2.21,1.27,0.004363182169185187,6.4,0,-0.012802566207488894,0.0,2014.0,0.0004967709885743687,0.032673374133186946,0.006070181089871824,0.1694137399405108
2015-12-01,-0.017685671969978563,-0.01539060254543115,-0.0030101804379018904,0.026932816212469454,-0.021973301096985618,0.05179055534486275,0.06537555085869741,18.21,1.06,2.27,1.21,0.006387247515364791,6.95,0,-0.030108333056529556,-0.015272772488428534,2015.0,0.0004965243296921606,-0.015493277225628155,-0.01607638996434098,0.13514390934137221
2016-01-01,-0.05206764093935223,-0.07083312316952135,0.05161873649834585,-0.0025260919875234543,-0.03367507421343216,0.026698563155512393,0.03858198894541417,20.2,0.76,1.94,1.18,0.012375025026943876,7.77,0,-0.07931612088887195,-0.08261103524271576,2015.0,0.0004965243296921606,0.009887120165913938,-0.07160794303492968,-0.11919589714632639
2016-02-01,-0.004136900440057719,-0.018407909147377645,0.10292754648759413,0.004696746703308129,-0.022850470894526076,0.024708449583734405,0.03117525807845652,20.55,0.78,1.74,0.96,0.008472775790126619,7.75,0,-0.08311703101941258,-0.09934376815571203,2015.0,0.0004965243296921606,-0.014154533436943718,-0.015777208970402162,0.1312698925848662
2016-03-01,0.06390498491988238,0.06508629044892507,-0.004781930052812894,0.04464228962235672,0.031028160048078627,0.058276215841501965,0.06854897449983838,13.95,0.73,1.78,1.05,0.008916160965521946,7.05,0,-0.022610907330869033,-0.038773633243363304,2015.0,0.0004965243296921606,-0.037556310338072815,0.06628010294087434,-0.04583628391320694
